open,high,low,close,adj_close,volume,market_cap,pe_ratio,beta,eps,forward_pe,net_income,debt_to_equity,return_on_equity_roe,current_ratio,dividends_paid,dividend_yield,quarterly_revenue_growth,target_price,free_cash_flow,operating_margin,profit_margin,quick_ratio,price_to_book_ratio,enterprise_value,total_debt,beta_5y,annual_dividend_rate,company_Netflix,ticker_NFLX,date
2.099999905,2.099999905,1.950000048,2.068571091,2.068571091,16391900,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-05-17
2.065713882,2.23714304,2.044286013,2.214286089,2.214286089,16340100,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-05-18
2.294286013,2.321429014,2.207143068,2.275713921,2.275713921,21408800,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-05-20
2.25571394,2.289999962,2.195713997,2.22142911,2.22142911,13318200,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-05-23
2.20142889,2.212857008,2.049999952,2.062856913,2.062856913,21267400,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-05-24
2.049999952,2.118571043,2.021429062,2.077142954,2.077142954,12043500,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-05-25
2.092856884,2.092856884,2.037142992,2.091428995,2.091428995,6179600,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-05-26
2.101428986,2.127142906,2.069999933,2.078571081,2.078571081,4358900,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-05-27
2.077142954,2.091428995,2.041429043,2.041429043,2.041429043,5401900,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-05-31
2.02857089,2.104285955,2.02857089,2.071429014,2.071429014,4250400,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-01
2.061429024,2.150000095,2.054286003,2.125714064,2.125714064,8666700,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-02
2.150000095,2.162857056,2.078571081,2.095714092,2.095714092,6981100,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-03
2.078571081,2.185714006,2.057142973,2.174285889,2.174285889,6477100,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-06
2.185714006,2.24000001,2.128571033,2.142857075,2.142857075,7657300,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-07
2.151428938,2.164285898,2.107142925,2.122857094,2.122857094,3701600,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-08
2.150000095,2.238570929,2.092856884,2.235713959,2.235713959,8043000,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-09
2.235713959,2.4414289,2.214286089,2.415714025,2.415714025,19651800,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-10
2.385714054,2.478570938,2.314285994,2.380000114,2.380000114,13422500,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-13
2.358571053,2.437143087,2.342856884,2.428570986,2.428570986,4904200,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-14
2.425714016,2.452857018,2.388571024,2.450000048,2.450000048,5144300,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-15
2.457143068,2.54857111,2.442857027,2.5185709,2.5185709,15251600,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-16
2.521429062,2.541429043,2.442857027,2.460000038,2.460000038,7092400,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-17
2.428570986,2.460000038,2.400000095,2.455713987,2.455713987,4256700,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-20
2.440000057,2.475713968,2.357142925,2.380000114,2.380000114,3711400,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-21
2.327142954,2.414285898,2.311429024,2.359999895,2.359999895,6835500,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-22
2.352857113,2.384285927,2.284286022,2.292856932,2.292856932,4981200,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-23
2.285713911,2.297142982,2.107142925,2.25285697,2.25285697,16706900,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-24
2.264286041,2.351428986,2.235713959,2.284286022,2.284286022,13901300,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-27
2.329999924,2.369999886,2.27857089,2.297142982,2.297142982,6188700,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-28
2.299999952,2.368571043,2.288570881,2.334285975,2.334285975,4042500,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-29
2.329999924,2.382857084,2.324285984,2.344285965,2.344285965,4684400,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-06-30
2.342856884,2.382857084,2.335714102,2.364285946,2.364285946,2040500,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-01
2.337142944,2.362857103,2.295713902,2.348571062,2.348571062,3780700,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-05
2.339999914,2.434286118,2.321429014,2.390000105,2.390000105,5493600,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-06
2.344285965,2.465713978,2.319999933,2.418570995,2.418570995,6248900,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-07
2.428570986,2.431428909,2.378571033,2.387142897,2.387142897,4733400,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-08
2.401428938,2.5,2.401428938,2.458570957,2.458570957,7826000,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-11
2.457143068,2.457143068,2.390000105,2.407143116,2.407143116,3982300,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-12
2.421428919,2.421428919,2.338571072,2.361428976,2.361428976,3332000,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-13
2.369999886,2.385714054,2.319999933,2.357142925,2.357142925,5567100,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-14
2.347142935,2.368571043,2.285713911,2.342856884,2.342856884,4952500,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-15
2.295713902,2.355714083,2.294286013,2.325714111,2.325714111,4628400,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-18
2.334285975,2.355714083,2.309999943,2.341428995,2.341428995,3899000,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-19
2.315713882,2.427143097,2.314285994,2.412857056,2.412857056,4430300,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-20
2.412857056,2.430000067,2.364285946,2.378571033,2.378571033,3916500,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-21
2.392857075,2.421428919,2.321429014,2.342856884,2.342856884,4284000,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-22
2.708570957,2.797142982,2.674285889,2.788570881,2.788570881,13584900,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-27
2.799999952,2.802856922,2.677143097,2.70142889,2.70142889,11211900,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-28
2.720000029,2.74714303,2.648571014,2.651428938,2.651428938,6930000,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-07-29
2.670000076,2.76285696,2.607142925,2.76285696,2.76285696,22481900,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-08-01
2.771429062,2.848571062,2.73428607,2.795713902,2.795713902,17614800,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-08-02
2.795713902,3.024286032,2.795713902,2.98428607,2.98428607,23382800,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-08-03
2.977143049,3.052856922,2.932857037,2.948570967,2.948570967,13837600,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-08-04
2.950000048,3.007143021,2.934286118,2.995713949,2.995713949,8036700,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-08-05
3.01571393,3.131428957,3.00285697,3.108571053,3.108571053,15876700,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-08-08
3.034286022,3.107142925,2.947143078,2.9814291,2.9814291,10217200,0,3,2,3,4,0,3,2,2,2,2,3,4,0,2,1,2,3,0,0,2,2,1.0,1.0,2005-08-10
